Date,BRLUSDCurncy,CDXTEL15Index,CDXTHL15Index,CDXTIL15Index,CNYCNHCMPNCurncy,CNYUSDCurncy,CSIAIndex,CSIBARCIndex,CSIBBBIndex,EPUCNUSDIndex,EURUSDCurncy,FEDL01Index,JPMVXYEMIndex,JPMVXYG7Index,MOVEIndex,MXEFIndex,SPXIndex,TYVIXIndex,USDCADCurncy,USDKRWCurncy,USGG10YRIndex,USGG2YRIndex,USGG30YRIndex,USGG3MINDEX,USGG5YRIndex,V2XINDEX,VIXIndex
716057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,56.92,NaN,NaN,NaN,NaN,NaN,NaN,2.19,NaN,NaN,NaN
716058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,57.06,NaN,NaN,NaN,NaN,NaN,NaN,2.05,NaN,NaN,NaN
716062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,57.02,NaN,NaN,NaN,NaN,NaN,NaN,2.1,NaN,NaN,NaN
716063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,56.94,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN
716064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,57.24,NaN,NaN,NaN,NaN,NaN,NaN,2.34,NaN,NaN,NaN
716065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,57.38,NaN,NaN,NaN,NaN,NaN,NaN,2.39,NaN,NaN,NaN
716068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,56.87,NaN,NaN,NaN,NaN,NaN,NaN,2.49,NaN,NaN,NaN
716069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,56.25,NaN,NaN,NaN,NaN,NaN,NaN,2.42,NaN,NaN,NaN
716070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25,NaN,NaN,NaN,NaN,56.1,NaN,NaN,NaN,NaN,NaN,NaN,2.46,NaN,NaN,NaN
716071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,56.12,NaN,NaN,NaN,NaN,NaN,NaN,2.37,NaN,NaN,NaN
716072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,56.05,NaN,NaN,NaN,NaN,NaN,NaN,2.31,NaN,NaN,NaN
716075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.7,NaN,NaN,NaN,NaN,NaN,NaN,2.26,NaN,NaN,NaN
716076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.7,NaN,NaN,NaN,NaN,NaN,NaN,2.28,NaN,NaN,NaN
716077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.61,NaN,NaN,NaN,NaN,NaN,NaN,2.34,NaN,NaN,NaN
716078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.1,NaN,NaN,NaN,NaN,NaN,NaN,2.34,NaN,NaN,NaN
716079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,54.72,NaN,NaN,NaN,NaN,NaN,NaN,2.35,NaN,NaN,NaN
716082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,54.18,NaN,NaN,NaN,NaN,NaN,NaN,2.31,NaN,NaN,NaN
716083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.51,NaN,NaN,NaN,NaN,NaN,NaN,2.23,NaN,NaN,NaN
716084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,54.17,NaN,NaN,NaN,NaN,NaN,NaN,2.23,NaN,NaN,NaN
716085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,54.57,NaN,NaN,NaN,NaN,NaN,NaN,2.23,NaN,NaN,NaN
716086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,55.51,NaN,NaN,NaN,NaN,NaN,NaN,2.19,NaN,NaN,NaN
716089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.53,NaN,NaN,NaN,NaN,NaN,NaN,2.1,NaN,NaN,NaN
716090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,55.04,NaN,NaN,NaN,NaN,NaN,NaN,2.12,NaN,NaN,NaN
716091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,54.72,NaN,NaN,NaN,NaN,NaN,NaN,2.17,NaN,NaN,NaN
716092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,54.89,NaN,NaN,NaN,NaN,NaN,NaN,2.15,NaN,NaN,NaN
716093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.44,NaN,NaN,NaN,NaN,NaN,NaN,2.13,NaN,NaN,NaN
716096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,55.52,NaN,NaN,NaN,NaN,NaN,NaN,2.18,NaN,NaN,NaN
716097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,55.84,NaN,NaN,NaN,NaN,NaN,NaN,2.16,NaN,NaN,NaN
716098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,NaN,NaN,NaN,NaN,56.07,NaN,NaN,NaN,NaN,NaN,NaN,2.19,NaN,NaN,NaN
716099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,56.28,NaN,NaN,NaN,NaN,NaN,NaN,2.24,NaN,NaN,NaN
716100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.66,NaN,NaN,NaN,NaN,NaN,NaN,2.15,NaN,NaN,NaN
716103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.61,NaN,NaN,NaN,NaN,NaN,NaN,2.2,NaN,NaN,NaN
716104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.72,NaN,NaN,NaN,NaN,NaN,NaN,2.22,NaN,NaN,NaN
716105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.84,NaN,NaN,NaN,NaN,NaN,NaN,2.33,NaN,NaN,NaN
716106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.81,NaN,NaN,NaN,NaN,NaN,NaN,2.38,NaN,NaN,NaN
716107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,57.01,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,57.19,NaN,NaN,NaN,NaN,NaN,NaN,2.37,NaN,NaN,NaN
716111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,57.75,NaN,NaN,NaN,NaN,NaN,NaN,2.35,NaN,NaN,NaN
716112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,58.07,NaN,NaN,NaN,NaN,NaN,NaN,2.46,NaN,NaN,NaN
716113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,57.79,NaN,NaN,NaN,NaN,NaN,NaN,2.49,NaN,NaN,NaN
716114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,57.6,NaN,NaN,NaN,NaN,NaN,NaN,2.46,NaN,NaN,NaN
716117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,57.44,NaN,NaN,NaN,NaN,NaN,NaN,2.48,NaN,NaN,NaN
716118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,56.84,NaN,NaN,NaN,NaN,NaN,NaN,2.53,NaN,NaN,NaN
716119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.96,NaN,NaN,NaN,NaN,NaN,NaN,2.57,NaN,NaN,NaN
716120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,57.09,NaN,NaN,NaN,NaN,NaN,NaN,2.58,NaN,NaN,NaN
716121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,57,NaN,NaN,NaN,NaN,NaN,NaN,2.49,NaN,NaN,NaN
716125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.49,NaN,NaN,NaN,NaN,NaN,NaN,2.54,NaN,NaN,NaN
716126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,55.79,NaN,NaN,NaN,NaN,NaN,NaN,2.54,NaN,NaN,NaN
716127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.74,NaN,NaN,NaN,NaN,NaN,NaN,2.55,NaN,NaN,NaN
716128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.11,NaN,NaN,NaN,NaN,NaN,NaN,2.59,NaN,NaN,NaN
716131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.77,NaN,NaN,NaN,NaN,NaN,NaN,2.61,NaN,NaN,NaN
716132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,55.83,NaN,NaN,NaN,NaN,NaN,NaN,2.63,NaN,NaN,NaN
716133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,55.44,NaN,NaN,NaN,NaN,NaN,NaN,2.63,NaN,NaN,NaN
716134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.22,NaN,NaN,NaN,NaN,NaN,NaN,2.53,NaN,NaN,NaN
716135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,55.11,NaN,NaN,NaN,NaN,NaN,NaN,2.48,NaN,NaN,NaN
716138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,53.86,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,54.01,NaN,NaN,NaN,NaN,NaN,NaN,2.39,NaN,NaN,NaN
716140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,54.57,NaN,NaN,NaN,NaN,NaN,NaN,2.46,NaN,NaN,NaN
716141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,54.36,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN
716142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,53.9,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.06,NaN,NaN,NaN,NaN,NaN,NaN,2.34,NaN,NaN,NaN
716146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,52.94,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,52.48,NaN,NaN,NaN,NaN,NaN,NaN,2.37,NaN,NaN,NaN
716148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,52.62,NaN,NaN,NaN,NaN,NaN,NaN,2.33,NaN,NaN,NaN
716149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.52,NaN,NaN,NaN,NaN,NaN,NaN,2.3,NaN,NaN,NaN
716152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,53.36,NaN,NaN,NaN,NaN,NaN,NaN,2.31,NaN,NaN,NaN
716153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,52.99,NaN,NaN,NaN,NaN,NaN,NaN,2.27,NaN,NaN,NaN
716154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,53.39,NaN,NaN,NaN,NaN,NaN,NaN,2.45,NaN,NaN,NaN
716155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.72,NaN,NaN,NaN,NaN,NaN,NaN,2.47,NaN,NaN,NaN
716156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.03,NaN,NaN,NaN,NaN,NaN,NaN,2.53,NaN,NaN,NaN
716159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.14,NaN,NaN,NaN,NaN,NaN,NaN,2.61,NaN,NaN,NaN
716160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.22,NaN,NaN,NaN,NaN,NaN,NaN,2.53,NaN,NaN,NaN
716161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.15,NaN,NaN,NaN,NaN,NaN,NaN,2.53,NaN,NaN,NaN
716162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.57,NaN,NaN,NaN,NaN,NaN,NaN,2.6,NaN,NaN,NaN
716163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,54.86,NaN,NaN,NaN,NaN,NaN,NaN,2.44,NaN,NaN,NaN
716166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,54.63,NaN,NaN,NaN,NaN,NaN,NaN,2.33,NaN,NaN,NaN
716167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,54.35,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN
716168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,54.25,NaN,NaN,NaN,NaN,NaN,NaN,2.3,NaN,NaN,NaN
716169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,53.86,NaN,NaN,NaN,NaN,NaN,NaN,2.12,NaN,NaN,NaN
716170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25,NaN,NaN,NaN,NaN,53.32,NaN,NaN,NaN,NaN,NaN,NaN,2.15,NaN,NaN,NaN
716173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,52.7,NaN,NaN,NaN,NaN,NaN,NaN,2.11,NaN,NaN,NaN
716174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,52.3,NaN,NaN,NaN,NaN,NaN,NaN,2.12,NaN,NaN,NaN
716175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.05,NaN,NaN,NaN,NaN,NaN,NaN,2.17,NaN,NaN,NaN
716176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.62,NaN,NaN,NaN,NaN,NaN,NaN,2.1,NaN,NaN,NaN
716177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,53.41,NaN,NaN,NaN,NaN,NaN,NaN,2.07,NaN,NaN,NaN
716180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,53.39,NaN,NaN,NaN,NaN,NaN,NaN,2.12,NaN,NaN,NaN
716181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,53.94,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN
716182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.22,NaN,NaN,NaN,NaN,NaN,NaN,2.2,NaN,NaN,NaN
716183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.43,NaN,NaN,NaN,NaN,NaN,NaN,2.21,NaN,NaN,NaN
716184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,54.9,NaN,NaN,NaN,NaN,NaN,NaN,2.22,NaN,NaN,NaN
716187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.11,NaN,NaN,NaN,NaN,NaN,NaN,2.34,NaN,NaN,NaN
716189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,55.35,NaN,NaN,NaN,NaN,NaN,NaN,2.41,NaN,NaN,NaN
716190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,56.13,NaN,NaN,NaN,NaN,NaN,NaN,2.45,NaN,NaN,NaN
716191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.87,NaN,NaN,NaN,NaN,NaN,NaN,2.45,NaN,NaN,NaN
716194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.59,NaN,NaN,NaN,NaN,NaN,NaN,2.52,NaN,NaN,NaN
716195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,55.81,NaN,NaN,NaN,NaN,NaN,NaN,2.52,NaN,NaN,NaN
716196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,55.7,NaN,NaN,NaN,NaN,NaN,NaN,2.49,NaN,NaN,NaN
716197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,55.55,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,55.82,NaN,NaN,NaN,NaN,NaN,NaN,2.37,NaN,NaN,NaN
716201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,55.93,NaN,NaN,NaN,NaN,NaN,NaN,2.35,NaN,NaN,NaN
716202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,55.72,NaN,NaN,NaN,NaN,NaN,NaN,2.38,NaN,NaN,NaN
716203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,55.8,NaN,NaN,NaN,NaN,NaN,NaN,2.41,NaN,NaN,NaN
716205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,56.13,NaN,NaN,NaN,NaN,NaN,NaN,2.39,NaN,NaN,NaN
716208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25,NaN,NaN,NaN,NaN,56.03,NaN,NaN,NaN,NaN,NaN,NaN,2.32,NaN,NaN,NaN
716209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,55.83,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,55.54,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
716211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,55.3,NaN,NaN,NaN,NaN,NaN,NaN,2.33,NaN,NaN,NaN
716212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,55.39,NaN,NaN,NaN,NaN,NaN,NaN,2.3,NaN,NaN,NaN
716215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,55.31,NaN,NaN,NaN,NaN,NaN,NaN,2.28,NaN,NaN,NaN
716216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,NaN,NaN,NaN,NaN,55.47,NaN,NaN,NaN,NaN,NaN,NaN,2.3,NaN,NaN,NaN
716217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,56.02,NaN,NaN,NaN,NaN,NaN,NaN,2.32,NaN,NaN,NaN
716218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,NaN,NaN,NaN,NaN,56.15,NaN,NaN,NaN,NaN,NaN,NaN,2.26,NaN,NaN,NaN
716219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,56.65,NaN,NaN,NaN,NaN,NaN,NaN,2.26,NaN,NaN,NaN
716222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,56.85,NaN,NaN,NaN,NaN,NaN,NaN,2.28,NaN,NaN,NaN
716223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25,NaN,NaN,NaN,NaN,56.88,NaN,NaN,NaN,NaN,NaN,NaN,2.26,NaN,NaN,NaN
716224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,56.84,NaN,NaN,NaN,NaN,NaN,NaN,2.23,NaN,NaN,NaN
716225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,56.68,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN
716226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,57.2,NaN,NaN,NaN,NaN,NaN,NaN,2.24,NaN,NaN,NaN
716229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,57.13,NaN,NaN,NaN,NaN,NaN,NaN,2.23,NaN,NaN,NaN
716230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,57.09,NaN,NaN,NaN,NaN,NaN,NaN,2.3,NaN,NaN,NaN
716231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN,NaN,57.55,NaN,NaN,NaN,NaN,NaN,NaN,2.26,NaN,NaN,NaN
716232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,NaN,NaN,NaN,NaN,57.39,NaN,NaN,NaN,NaN,NaN,NaN,2.22,NaN,NaN,NaN
716233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,NaN,NaN,NaN,NaN,57.44,NaN,NaN,NaN,NaN,NaN,NaN,2.18,NaN,NaN,NaN
716237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,57.52,NaN,NaN,NaN,NaN,NaN,NaN,2.21,NaN,NaN,NaN
